,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04
amp,0.7120787419815574,0.6602186711522288,0.9044802887572049,0.7582210097174465,0.7875145692275035,0.6858908559704284,0.5805834932902747,0.8783464609082066,0.6560912891384889,0.7474039148287158,0.6644009425448228,0.8766565985228769,0.722753346080306,0.8792603706083845,0.8282893126248003,0.6308157563222055
bit,0.7174441294179195,0.5646808257619054,0.718356197382976,0.7110294829289812,0.7443774690884323,0.8638734811614585,0.7406787304479171,0.9116168870913585,0.7234773774467683,0.9205343433368831,0.7492034408242237,0.7276195985656702,0.7933379120763533,0.8277917152429134,0.7332120301114935,0.7528705089624491
presidential,0.6950354609929078,0.6602186711522288,0.7227238525206924,0.8650055149358908,0.8265430949106416,0.8599713177684978,0.8147144971736608,0.9460463976234635,0.9321380049197792,0.8605945275783528,0.7738245843598373,0.8481263822846564,0.7527818623700873,0.8297093061003956,0.7892183887030979,0.7360449066695904
level,0.8286622344821528,0.8194971175489969,0.6457565547140475,0.7134549824015871,0.8365503664636169,0.7362551171582531,0.6145338605120758,0.8672408900118842,0.7392008982921096,0.7963871801996368,0.7734507904410225,0.7933304695086668,0.7498394194368383,0.8160398891416556,0.8621115990259206,0.7607172849816906
companies,0.8188470484699827,0.7763776108916534,0.8658828131584727,0.8470073441527409,0.8671975271145421,0.7896098464980446,0.7864626362036672,0.819440044569972,0.7658313141300964,0.7760768045270686,0.8077629252327462,0.9412732542832215,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7931413716058934
gop,0.8473235256672366,0.7621743403167609,0.8367793027719013,0.7923651547125475,0.8065569698020532,0.88196452731582,0.8754051844052224,0.9071350314319925,0.8492250167187194,0.802413553876512,0.8371758528273577,0.8899895135693482,0.8034098491669414,0.7856251561615748,0.8873732982911816,0.8119890017372318
audience,0.6950354609929078,0.6602186711522288,0.7227238525206924,0.7655086848635236,0.7696562623468985,0.726384364820847,0.6777860143316036,0.768503511615343,0.7350720658888126,0.7635392829900838,0.6906012842965559,0.7112934194449292,0.722753346080306,0.9484967291370521,0.7390204346415832,0.7057813394390384
imgur,0.6950354609929078,0.6602186711522288,0.9159928376190256,0.7655086848635236,0.7696562623468985,0.726384364820847,0.6777860143316036,0.768503511615343,0.7350720658888126,0.7635392829900838,0.6906012842965559,0.7112934194449292,0.867034185009739,0.9426706544907171,0.8117503453467871,0.8325110361838389
security,0.7312181277289769,0.5165002940152384,0.6965582728593697,0.7994794313427197,0.7258237779762241,0.9424528356712394,0.6777860143316036,0.9043505852833504,0.7350720658888126,0.6941524493478948,0.7702342749357335,0.8287622107203685,0.8690686289980698,0.7730250177570832,0.8043819152860517,0.7057813394390384
wiki,0.6950354609929078,0.9018354881563712,0.7385800224156255,0.8952178842624381,0.6996649384963041,0.8440004699827606,0.8300949532543953,0.77625541403614,0.8344893276420763,0.8998761165649327,0.7492034408242237,0.7112934194449292,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7057813394390384
polls,0.6950354609929078,0.6602186711522288,0.7227238525206924,0.7655086848635236,0.7696562623468985,0.726384364820847,0.8188148898381299,0.8813246905664397,0.8344893276420763,0.9229791815618558,0.7684765687491735,0.8311848533889139,0.8335619416490381,0.8115264021893617,0.7416847652776987,0.686030884566906
senate,0.6766562477802953,0.6431983884048629,0.7937455935185497,0.7989052487807531,0.9010554923234293,0.733741861815647,0.8112980931932209,0.768503511615343,0.8344893276420763,0.8212266857369808,0.7471214908332543,0.8223299678403676,0.9098824221495134,0.7319526566710202,0.7827166243183611,0.7057813394390384
ted,0.6950354609929078,0.6602186711522288,0.7310660883136557,0.7655086848635236,0.7696562623468985,0.726384364820847,0.6777860143316036,0.768503511615343,0.7350720658888126,0.7635392829900838,0.6906012842965559,0.9041065879012438,0.84541658777891,0.7730250177570832,0.9087584791300377,0.9064833850117938
elections,0.7267784714046497,0.7036068252373638,0.8211427617931379,0.8640648376147951,0.7696562623468985,0.726384364820847,0.6615053158392057,0.9206580677527415,0.7923371053775575,0.7635392829900838,0.6906012842965559,0.7904134271535976,0.722753346080306,0.8328687737546311,0.8423041010127708,0.8423873774120582
donald,0.6950354609929078,0.6602186711522288,0.7227238525206924,0.7655086848635236,0.7696562623468985,0.726384364820847,0.8639702387469601,0.891909453605778,0.9230269575233628,0.7635392829900838,0.6906012842965559,0.787047009086182,0.773501039294237,0.7887185037247053,0.7064445886817469,0.5887494859634046
college,0.8892021090968676,0.7061909013266564,0.6640578132199056,0.8367658221169112,0.805727914220979,0.840358925609403,0.737480663192912,0.8267017913123474,0.6391820375582957,0.6411929898566179,0.6434038122573135,0.6163133732878914,0.5807212911389159,0.7086314145900477,0.6565149316804711,0.7057813394390384
election,0.7814446428599473,0.8150390298460491,0.7674320247446205,0.8925238769324014,0.8780581029020302,0.8539921480123861,0.7962722833722474,0.9130579389290108,0.8961609706904591,0.8508893666040798,0.7801719119300374,0.8005826007027952,0.7804330896355243,0.8323212321008647,0.8336454539555984,0.7499944542558096
insurance,0.5522297866837855,0.8300315534181795,0.7490075360221157,0.7022069994626503,0.8090022173075665,0.7673420919445648,0.598620217460764,0.768503511615343,0.7350720658888126,0.7635392829900838,0.656577973934237,0.6899288100803413,0.8833473800525438,0.7730250177570832,0.7390204346415832,0.7057813394390384
cooper,0.6950354609929078,0.6602186711522288,0.7227238525206924,0.7655086848635236,0.7696562623468985,0.726384364820847,0.6777860143316036,0.768503511615343,0.7350720658888126,0.9591297792973273,0.6906012842965559,0.7112934194449292,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7057813394390384
profit,0.8479550514606492,0.7841134338063468,0.7227238525206924,0.7655086848635236,0.7258237779762241,0.9160935428459037,0.5519775580469873,0.6988618648334933,0.7350720658888126,0.7635392829900838,0.6906012842965559,0.7112934194449292,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7057813394390384
wikipedia,0.6950354609929078,0.9215734833091891,0.7749414650558485,0.905382299212021,0.9050354160421028,0.7996757207154102,0.8227377273582808,0.8267017913123474,0.8215184977454534,0.8953936023315154,0.7291329966691591,0.7112934194449292,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7057813394390384
conservative,0.8165712900188811,0.8952443959730139,0.7785172190302109,0.8682613620322404,0.8986666470678021,0.8431057482108169,0.7572399223285968,0.7557588148698854,0.8306703053989009,0.7736722398449206,0.8195522559216588,0.8510990430541866,0.7866013621633348,0.8329180329946222,0.8406230509148295,0.7390856144913235
stamps,0.6950354609929078,0.6602186711522288,0.7227238525206924,0.9457376114044832,0.7696562623468985,0.726384364820847,0.6777860143316036,0.768503511615343,0.7350720658888126,0.7635392829900838,0.6906012842965559,0.7112934194449292,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7057813394390384
cnn,0.6950354609929078,0.6602186711522288,0.7227238525206924,0.7655086848635236,0.7696562623468985,0.726384364820847,0.6777860143316036,0.768503511615343,0.7350720658888126,0.8984252484222209,0.6906012842965559,0.7112934194449292,0.892976357771341,0.8902080555852118,0.8021882173923003,0.8695670087537656
moderate,0.6950354609929078,0.6602186711522288,0.7227238525206924,0.7655086848635236,0.7696562623468985,0.726384364820847,0.6777860143316036,0.768503511615343,0.8999366696892709,0.7635392829900838,0.6906012842965559,0.7112934194449292,0.722753346080306,0.8675300064782074,0.7390204346415832,0.7057813394390384
public,0.8345814306300177,0.7577787493179685,0.8687958244563667,0.7760993184167551,0.7959711832148995,0.6803006883134203,0.7510178311786183,0.7342390451239009,0.7370650549118732,0.7358437875451346,0.7706273132118143,0.7198249178285224,0.7435747300068949,0.8169324068165872,0.8733219594592144,0.854996333142553
million,0.6745589935872182,0.731902147106469,0.7709978367923577,0.905382299212021,0.9073642665846562,0.8192640556019997,0.7042950849781753,0.8768005783945918,0.80495286706889,0.8215806054665549,0.7575857897663051,0.7957936745387405,0.7777856595841396,0.806756515601922,0.7321022796516122,0.7353311699339194
attention,0.6950354609929078,0.6602186711522288,0.8653646869200725,0.7655086848635236,0.7696562623468985,0.5918452936299415,0.8542862096519,0.9252462443044687,0.7350720658888126,0.7635392829900838,0.6906012842965559,0.8870933070879179,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7057813394390384
hours,0.7920429218593693,0.6602186711522288,0.7227238525206924,0.8367658221169112,0.8640102300271554,0.7715730278570648,0.8603382234772075,0.768503511615343,0.7350720658888126,0.7635392829900838,0.6906012842965559,0.7112934194449292,0.8303741576181878,0.7730250177570832,0.8067140511125122,0.7057813394390384
job,0.7604161382049525,0.5617695275849955,0.7032266575953721,0.8367658221169112,0.9346207048399572,0.7158724677127744,0.7441578643807,0.7785781158785096,0.8029577764680645,0.7511241308075328,0.7374341532087312,0.7387992900773739,0.7482941883517783,0.6757178507974319,0.7077925352077953,0.6637906047559489
org,0.7785508256193875,0.8564129394321838,0.7682910627103003,0.9049432035952621,0.8894753994953395,0.8431057482108169,0.828419326772963,0.8130833105236012,0.8221337416249478,0.8498245105448975,0.7948143835316396,0.6790351752414944,0.8089129087221524,0.8847054172995191,0.7362812642326118,0.8417815536754325
stage,0.6950354609929078,0.6602186711522288,0.7227238525206924,0.7655086848635236,0.7696562623468985,0.726384364820847,0.6777860143316036,0.9131994637838241,0.7350720658888126,0.7635392829900838,0.6906012842965559,0.7112934194449292,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7057813394390384
benefits,0.8796117166719356,0.7181013281644706,0.7227238525206924,0.8862573307515188,0.7853189267217366,0.808510132143552,0.7512570250449075,0.768503511615343,0.7350720658888126,0.7635392829900838,0.6906012842965559,0.7112934194449292,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7057813394390384
dollars,0.765510693991393,0.7748838059952907,0.6676178289882178,0.8623597465285578,0.9162628378736841,0.773339543961721,0.7518054306736847,0.7255054449234186,0.631415243413419,0.7678708159222918,0.5899450447453125,0.7803994730107738,0.7322265146288303,0.7730250177570832,0.7390204346415832,0.6996944567037799
days,0.7559292173658931,0.8047030124935068,0.7380303475526232,0.831113069672913,0.8372211679002948,0.7472812205407057,0.8201416528356056,0.768503511615343,0.7746803817872828,0.9153864630694003,0.805305630016746,0.7102577769145809,0.6051366678285566,0.7216881437511078,0.7898676707282629,0.7575091637541801
drug,0.822216890472402,0.8023466833177506,0.9323096476098819,0.9022205940928859,0.7696562623468985,0.726384364820847,0.8483993768457498,0.768503511615343,0.8859392955266079,0.8403952690435367,0.7512513893407744,0.7112934194449292,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7057813394390384
org wiki,0.7785508256193875,0.9940357609278291,0.8215547353835629,0.9848951849423392,0.9361842718110779,0.9559765764027732,0.9717352205123757,0.8640586806965336,0.8936087543772705,0.979204767652034,0.8382995856630453,0.6790351752414944,0.8089129087221524,0.8847054172995191,0.7362812642326118,0.8417815536754325
social,0.698105520295827,0.737966429566988,0.7415624723370987,0.8271219244492997,0.7477909012808972,0.877525421831892,0.7962722833722474,0.7661547337681394,0.7082884076822354,0.845058050214048,0.8642875394080943,0.7423246669866468,0.7007102643253482,0.7556861976658262,0.7390204346415832,0.7853044407197668
rand,0.6950354609929078,0.6602186711522288,0.7227238525206924,0.9545811473100694,0.8748254400598947,0.7764270053496685,0.6777860143316036,0.7333689521194741,0.7569683993638919,0.7635392829900838,0.9288366825072711,0.8410248948392203,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7057813394390384
http imgur,0.756471988684812,0.7671050773727753,0.9289499537714063,0.7973261613725683,0.7969663123074188,0.8044025338791285,0.7321417364401602,0.7628910411672952,0.7619857708839876,0.8717809063936045,0.731837033805826,0.6141782337934893,0.9689978226802713,0.9940695350697003,0.8747225224161242,0.896311530715697
campaign,0.8788559740861289,0.9007951808716498,0.8516059390530566,0.8875684268815731,0.8750801790746112,0.9375479967046513,0.8283135020608805,0.8794271217337841,0.8841384837710545,0.8784659158958604,0.8212957967893254,0.7246193709737688,0.8215199872452184,0.7996872934590749,0.7694153491965788,0.7132248819899637
primary,0.6950354609929078,0.6602186711522288,0.7227238525206924,0.8913264230781495,0.784043780053562,0.9129795234448274,0.8400528051940654,0.8289942895899793,0.8763282743418593,0.7635392829900838,0.867308975354739,0.7652913513667856,0.7818344363424977,0.7656327059484481,0.8454398264065083,0.7964132789947956
community,0.8839553028535382,0.6602186711522288,0.7227238525206924,0.7655086848635236,0.7696562623468985,0.726384364820847,0.6777860143316036,0.768503511615343,0.7350720658888126,0.7635392829900838,0.6906012842965559,0.7112934194449292,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7057813394390384
mccain,0.6950354609929078,0.6602186711522288,0.7227238525206924,0.7655086848635236,0.7696562623468985,0.726384364820847,0.8799297906593372,0.768503511615343,0.7350720658888126,0.7635392829900838,0.6906012842965559,0.7112934194449292,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7057813394390384
minimum wage,0.6302598683163254,0.7987036121334982,0.5479018396984021,0.9191572320444347,0.6494042239874457,0.7543418259312403,0.9366010612307683,0.9879237897486374,0.7508670961581557,0.8873290760304134,0.6152076656544447,0.7112934194449292,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7187392853727991
corporations,0.8447440747263821,0.698299868443917,0.867701151243221,0.7601287935117025,0.9156394797308923,0.7378634453230462,0.6777860143316036,0.768503511615343,0.7350720658888126,0.7635392829900838,0.6906012842965559,0.7112934194449292,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7057813394390384
jeb,0.8272305593749673,0.8245711220140899,0.7227238525206924,0.7655086848635236,0.8731439721755655,0.8570442257308579,0.8431176758108211,0.9102533104623073,0.969842445290635,0.8887529420681571,0.6906012842965559,0.7112934194449292,0.722753346080306,0.9581710766716885,0.7390204346415832,0.7057813394390384
service,0.8184537717685326,0.8223516723035966,0.7227238525206924,0.7546434229561582,0.7696562623468985,0.726384364820847,0.8626663687449444,0.768503511615343,0.7350720658888126,0.7635392829900838,0.6906012842965559,0.7112934194449292,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7057813394390384
create,0.5962592429472753,0.7889800105283007,0.8938082505078373,0.7655086848635236,0.7605792348357228,0.726384364820847,0.6777860143316036,0.768503511615343,0.7350720658888126,0.7635392829900838,0.6906012842965559,0.7341223806385234,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7057813394390384
system,0.8115152692745433,0.7648894198819572,0.8231595843940728,0.8703087421805674,0.8796126193007092,0.7837897881273143,0.7535407115100435,0.8645357553921154,0.8323891859677927,0.7903126483596165,0.7718217010345957,0.8467879617970964,0.7100634048004805,0.8368859981328459,0.8632596844572009,0.8233758374274267
carson,0.6950354609929078,0.6602186711522288,0.7227238525206924,0.7655086848635236,0.7696562623468985,0.726384364820847,0.6777860143316036,0.768503511615343,0.8926155154952148,0.8966467727893506,0.8159203719065631,0.7970958506563643,0.722753346080306,0.9454487264261964,0.7390204346415832,0.7057813394390384
imgur com,0.7487885131536207,0.7177900296167694,0.9873868250788024,0.7906136428284731,0.7473255129005059,0.7645493144405335,0.7352981633489667,0.7447348797404583,0.724057720460512,0.8520005240775393,0.7015631045245663,0.6822106821001833,0.9632061748475705,0.9940162053486687,0.9025344644905997,0.9423932918304551
https,0.7599419980002103,0.7718355134831334,0.8912843293816513,0.87455448817641,0.7200175517372206,0.7357362757736107,0.7737530071743215,0.821576194729852,0.7623648679305495,0.8599380102477289,0.7563566170826062,0.810035378891089,0.8065269248512285,0.8933145250277914,0.8490545102327369,0.8092140058247209
parents,0.6620196717323502,0.6648680710278276,0.9044802887572049,0.76639594074881,0.7696562623468985,0.726384364820847,0.7673232083442024,0.768503511615343,0.7350720658888126,0.7635392829900838,0.6906012842965559,0.7112934194449292,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7057813394390384
sanders,0.6309992591166571,0.6602186711522288,0.7227238525206924,0.9123580748351521,0.8493333522065627,0.8108275240156143,0.7734099058695677,0.805458020288267,0.756384826617512,0.7619586320042485,0.7019700641403507,0.6569721196388905,0.7209884672513104,0.6886096516324657,0.6924107627325531,0.6595266374116725
chafee,0.6950354609929078,0.6602186711522288,0.7227238525206924,0.7655086848635236,0.7696562623468985,0.726384364820847,0.6777860143316036,0.768503511615343,0.7350720658888126,0.9717933002610823,0.6906012842965559,0.7112934194449292,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7057813394390384
company,0.8272305593749673,0.8452003461388116,0.8211427617931379,0.8195050185082329,0.9110018235703963,0.726384364820847,0.8162268471916834,0.8608913803754903,0.7392008982921096,0.7914396764733199,0.6906012842965559,0.887093307087917,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7057813394390384
debates,0.6950354609929078,0.6602186711522288,0.7227238525206924,0.7655086848635236,0.7696562623468985,0.726384364820847,0.6777860143316036,0.891909453605778,0.7350720658888126,0.9075769751469636,0.8152256199207888,0.7724256445296384,0.7340986303321656,0.7730250177570832,0.8816988506654159,0.7057813394390384
bill,0.8131812720255076,0.7650171639367962,0.7859974294268912,0.7879771066954162,0.8304362001308814,0.7852045317788083,0.7493019523515411,0.8185954413904709,0.8192562713173275,0.7122181088933912,0.8181515576020814,0.755040703902776,0.7950222141505542,0.8170994655976441,0.7854417890821653,0.8537684704018579
budget,0.8777818525962544,0.6811740110484255,0.7227238525206924,0.7655086848635236,0.7679336048868178,0.8130894968585199,0.6777860143316036,0.768503511615343,0.6921578199844853,0.7635392829900838,0.6906012842965559,0.7112934194449292,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7057813394390384
governor,0.6950354609929078,0.8757837063342778,0.7227238525206924,0.7655086848635236,0.7696562623468985,0.726384364820847,0.6777860143316036,0.768503511615343,0.7350720658888126,0.7635392829900838,0.6906012842965559,0.7112934194449292,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7057813394390384
video,0.6950354609929078,0.6602186711522288,0.7227238525206924,0.7406644314455728,0.7696562623468985,0.726384364820847,0.45936494588552584,0.8171700723876782,0.5529511108580165,0.5084281002461004,0.5729211915872848,0.7112934194449292,0.7044849852335863,0.8303682249317836,0.7907031007292731,0.8915098819138019
crazy,0.8929660836130988,0.6927994034136048,0.835606070896634,0.7193442541721897,0.7154988946189188,0.6380493465422509,0.8512608330042927,0.768503511615343,0.8629873819977514,0.8524586338489816,0.7050005149806493,0.6391672740677762,0.6964808527535753,0.7730250177570832,0.7578845715901803,0.7057813394390384
trump,0.6950354609929078,0.6602186711522288,0.7227238525206924,0.7655086848635236,0.7696562623468985,0.8389922152150943,0.7771738876213443,0.8931503418894154,0.9197772109509499,0.8779776912232119,0.6216309175502481,0.7509319053420477,0.7463630522700264,0.7964819164388875,0.7032747054794961,0.6739834576989633
romney,0.8703073896832517,0.6602186711522288,0.7227238525206924,0.7655086848635236,0.7696562623468985,0.726384364820847,0.6777860143316036,0.768503511615343,0.7350720658888126,0.7635392829900838,0.6906012842965559,0.7112934194449292,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7057813394390384
marijuana,0.6950354609929078,0.9522461810460846,0.7227238525206924,0.9207563908630738,0.7696562623468985,0.726384364820847,0.6777860143316036,0.768503511615343,0.7350720658888126,0.7635392829900838,0.8951246610981414,0.7112934194449292,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7057813394390384
accept,0.6950354609929078,0.8712270497003792,0.7227238525206924,0.7655086848635236,0.7696562623468985,0.726384364820847,0.6777860143316036,0.768503511615343,0.7350720658888126,0.7635392829900838,0.6906012842965559,0.7112934194449292,0.722753346080306,0.7730250177570832,0.7390204346415832,0.7057813394390384
single,0.707449429939453,0.743559854741203,0.6594990978063958,0.9285014228457127,0.888166542797682,0.7292609771228956,0.7589503997901518,0.7160133707255623,0.7092889289727767,0.7378292086234564,0.7435183238333234,0.7427586592425849,0.7299612004173225,0.727743877674637,0.7321022796516122,0.6950609957115513
exactly doing,0.7125289555129437,0.6727268931500794,0.7502468741599579,0.8177171688782973,0.7276610503102233,0.763606614589151,0.6868955741275007,0.7604800707341813,0.7868186068453608,0.7144161856375475,0.6882785640417123,0.6933599042639451,0.7733572431567944,0.9852462750599703,0.7254230224603533,0.7221671555320373
